y,wl,ra6,ra12
1025,1071.64,1078.31166666667,1078.54666666667
1026,1072.75,1076.49,1078.09666666667
1027,1075.17,1074.99,1077.835
1028,1075.23,1074.12,1077.60
1029,1076.34,1074.155,1077.38
1030,1076.55,1074.61,1077.24
1031,1080.82,1076.14,1077.2275
1032,1086.08,1078.37,1077.4275
1033,1089.78,1080.80,1077.895
1034,1088.26,1082.97,1078.54583333333
1035,1084.89,1084.40,1079.27583333333
1036,1081.56,1085.23,1079.92
1037,1079.52,1085.02,1080.58
1038,1079.03,1083.84,1081.10
1039,1081.44,1082.45,1081.63
1040,1082.05,1081.42,1082.19
1041,1082.3,1080.98,1082.69
1042,1080.95,1080.88166666667,1083.06
1043,1082.52,1081.38166666667,1083.20
1044,1087.5,1082.79333333333,1083.32
1045,1088.21,1083.92166666667,1083.19
1046,1088.11,1084.93166666667,1083.17
1047,1084.49,1085.29666666667,1083.14
1048,1080,1085.13833333333,1083.01
1049,1076.81,1084.18666666667,1082.78416666667
1050,1077.43,1082.50833333333,1082.65083333333
1051,1078.88,1080.95333333333,1082.4375
1052,1078.29,1079.31666666667,1082.12416666667
1053,1078.52,1078.32166666667,1081.80916666667
1054,1078.32,1078.04,1081.59
1055,1081.46,1078.82,1081.50166666667
1056,1085.75,1080.20,1081.35583333333
1057,1087.97,1081.72,1081.33583333333
1058,1090.24,1083.71,1081.51333333333
1059,1088.95,1085.45,1081.885
1060,1086.48,1086.81,1082.43
1061,1084.71,1087.35,1083.08
1062,1082.82,1086.86,1083.53
1063,1083.45,1086.11,1083.91
1064,1083,1084.90,1084.31
1065,1082.61,1083.845,1084.65
1066,1083.85,1083.40666666667,1085.11
1067,1090.49,1084.37,1085.86
1068,1094.68,1086.34666666667,1086.60
1069,1096.27,1088.48333333333,1087.30
1070,1098.59,1091.08,1087.99
1071,1096.39,1093.38,1088.61166666667
1072,1091.32,1094.62,1089.015
1073,1087.07,1094.05,1089.21166666667
1074,1084.63,1092.38,1089.3625
1075,1084.04,1090.34,1089.41166666667
1076,1083.21,1087.78,1089.43
1077,1081.88,1085.36,1089.37
1078,1081.07,1083.65,1089.14
1079,1083.72,1083.09,1088.57
1080,1085.95,1083.31,1087.85
1081,1087.26,1083.85,1087.09
1082,1084.39,1084.05,1085.91
1083,1079.3,1083.62,1084.49
1084,1073.5,1082.35333333333,1083.00
1085,1068.77,1079.86166666667,1081.48
1086,1067.65,1076.81166666667,1080.06
1087,1067.96,1073.595,1078.72
1088,1067.68,1070.81,1077.43
